otel,dd,description
jobs_auto_schema_telemetry_currently_running,cockroachdb.jobs.auto_schema_telemetry.currently_running,Number of auto_schema_telemetry jobs currently running in Resume or OnFailOrCancel state
jobs_auto_schema_telemetry_expired_pts_records,cockroachdb.jobs.auto_schema_telemetry.expired_pts_records.count,Number of expired protected timestamp records owned by auto_schema_telemetry jobs
jobs_auto_schema_telemetry_fail_or_cancel_completed,cockroachdb.jobs.auto_schema_telemetry.fail_or_cancel_completed.count,Number of auto_schema_telemetry jobs which successfully completed their failure or cancelation process
jobs_auto_schema_telemetry_fail_or_cancel_failed,cockroachdb.jobs.auto_schema_telemetry.fail_or_cancel_failed.count,Number of auto_schema_telemetry jobs which failed with a non-retriable error on their failure or cancelation process
jobs_auto_schema_telemetry_fail_or_cancel_retry_error,cockroachdb.jobs.auto_schema_telemetry.fail_or_cancel_retry_error.count,Number of auto_schema_telemetry jobs which failed with a retriable error on their failure or cancelation process
jobs_auto_schema_telemetry_protected_age_sec,cockroachdb.jobs.auto_schema_telemetry.protected_age_sec,The age of the oldest PTS record protected by auto_schema_telemetry jobs
jobs_auto_schema_telemetry_protected_record_count,cockroachdb.jobs.auto_schema_telemetry.protected_record_count,Number of protected timestamp records held by auto_schema_telemetry jobs
jobs_auto_schema_telemetry_resume_completed,cockroachdb.jobs.auto_schema_telemetry.resume_completed.count,Number of auto_schema_telemetry jobs which successfully resumed to completion
jobs_auto_schema_telemetry_resume_failed,cockroachdb.jobs.auto_schema_telemetry.resume_failed.count,Number of auto_schema_telemetry jobs which failed with a non-retriable error
jobs_auto_schema_telemetry_resume_retry_error,cockroachdb.jobs.auto_schema_telemetry.resume_retry_error.count,Number of auto_schema_telemetry jobs which failed with a retriable error
jobs_auto_span_config_reconciliation_currently_idle,cockroachdb.jobs.auto_span_config_reconciliation.currently_idle,Number of auto_span_config_reconciliation jobs currently considered Idle and can be freely shut down
jobs_auto_span_config_reconciliation_currently_paused,cockroachdb.jobs.auto_span_config_reconciliation.currently_paused,Number of auto_span_config_reconciliation jobs currently considered Paused
jobs_auto_span_config_reconciliation_currently_running,cockroachdb.jobs.auto_span_config_reconciliation.currently_running,Number of auto_span_config_reconciliation jobs currently running in Resume or OnFailOrCancel state
jobs_auto_span_config_reconciliation_expired_pts_records,cockroachdb.jobs.auto_span_config_reconciliation.expired_pts_records.count,Number of expired protected timestamp records owned by auto_span_config_reconciliation jobs
jobs_auto_span_config_reconciliation_fail_or_cancel_completed,cockroachdb.jobs.auto_span_config_reconciliation.fail_or_cancel_completed.count,Number of auto_span_config_reconciliation jobs which successfully completed their failure or cancelation process
jobs_auto_span_config_reconciliation_fail_or_cancel_failed,cockroachdb.jobs.auto_span_config_reconciliation.fail_or_cancel_failed.count,Number of auto_span_config_reconciliation jobs which failed with a non-retriable error on their failure or cancelation process
jobs_auto_span_config_reconciliation_fail_or_cancel_retry_error,cockroachdb.jobs.auto_span_config_reconciliation.fail_or_cancel_retry_error.count,Number of auto_span_config_reconciliation jobs which failed with a retriable error on their failure or cancelation process
jobs_auto_span_config_reconciliation_protected_age_sec,cockroachdb.jobs.auto_span_config_reconciliation.protected_age_sec,The age of the oldest PTS record protected by auto_span_config_reconciliation jobs
jobs_auto_span_config_reconciliation_protected_record_count,cockroachdb.jobs.auto_span_config_reconciliation.protected_record_count,Number of protected timestamp records held by auto_span_config_reconciliation jobs
jobs_auto_span_config_reconciliation_resume_completed,cockroachdb.jobs.auto_span_config_reconciliation.resume_completed.count,Number of auto_span_config_reconciliation jobs which successfully resumed to completion
jobs_auto_span_config_reconciliation_resume_failed,cockroachdb.jobs.auto_span_config_reconciliation.resume_failed.count,Number of auto_span_config_reconciliation jobs which failed with a non-retriable error
jobs_auto_span_config_reconciliation_resume_retry_error,cockroachdb.jobs.auto_span_config_reconciliation.resume_retry_error.count,Number of auto_span_config_reconciliation jobs which failed with a retriable error
jobs_auto_sql_stats_compaction_currently_idle,cockroachdb.jobs.auto_sql_stats_compaction.currently_idle,Number of auto_sql_stats_compaction jobs currently considered Idle and can be freely shut down
jobs_auto_sql_stats_compaction_currently_paused,cockroachdb.jobs.auto_sql_stats_compaction.currently_paused,Number of auto_sql_stats_compaction jobs currently considered Paused
jobs_auto_sql_stats_compaction_currently_running,cockroachdb.jobs.auto_sql_stats_compaction.currently_running,Number of auto_sql_stats_compaction jobs currently running in Resume or OnFailOrCancel state
jobs_auto_sql_stats_compaction_expired_pts_records,cockroachdb.jobs.auto_sql_stats_compaction.expired_pts_records.count,Number of expired protected timestamp records owned by auto_sql_stats_compaction jobs
jobs_auto_sql_stats_compaction_fail_or_cancel_completed,cockroachdb.jobs.auto_sql_stats_compaction.fail_or_cancel_completed.count,Number of auto_sql_stats_compaction jobs which successfully completed their failure or cancelation process
jobs_auto_sql_stats_compaction_fail_or_cancel_failed,cockroachdb.jobs.auto_sql_stats_compaction.fail_or_cancel_failed.count,Number of auto_sql_stats_compaction jobs which failed with a non-retriable error on their failure or cancelation process
jobs_auto_sql_stats_compaction_fail_or_cancel_retry_error,cockroachdb.jobs.auto_sql_stats_compaction.fail_or_cancel_retry_error.count,Number of auto_sql_stats_compaction jobs which failed with a retriable error on their failure or cancelation process
jobs_auto_sql_stats_compaction_protected_age_sec,cockroachdb.jobs.auto_sql_stats_compaction.protected_age_sec,The age of the oldest PTS record protected by auto_sql_stats_compaction jobs
jobs_auto_sql_stats_compaction_protected_record_count,cockroachdb.jobs.auto_sql_stats_compaction.protected_record_count,Number of protected timestamp records held by auto_sql_stats_compaction jobs
jobs_auto_sql_stats_compaction_resume_completed,cockroachdb.jobs.auto_sql_stats_compaction.resume_completed.count,Number of auto_sql_stats_compaction jobs which successfully resumed to completion
jobs_auto_sql_stats_compaction_resume_failed,cockroachdb.jobs.auto_sql_stats_compaction.resume_failed.count,Number of auto_sql_stats_compaction jobs which failed with a non-retriable error
jobs_auto_sql_stats_compaction_resume_retry_error,cockroachdb.jobs.auto_sql_stats_compaction.resume_retry_error.count,Number of auto_sql_stats_compaction jobs which failed with a retriable error
jobs_auto_update_sql_activity_currently_idle,cockroachdb.jobs.auto_update_sql_activity.currently_idle,Number of auto_update_sql_activity jobs currently considered Idle and can be freely shut down
jobs_auto_update_sql_activity_currently_paused,cockroachdb.jobs.auto_update_sql_activity.currently_paused,Number of auto_update_sql_activity jobs currently considered Paused
jobs_auto_update_sql_activity_currently_running,cockroachdb.jobs.auto_update_sql_activity.currently_running,Number of auto_update_sql_activity jobs currently running in Resume or OnFailOrCancel state
jobs_auto_update_sql_activity_expired_pts_records,cockroachdb.jobs.auto_update_sql_activity.expired_pts_records.count,Number of expired protected timestamp records owned by auto_update_sql_activity jobs
jobs_auto_update_sql_activity_fail_or_cancel_completed,cockroachdb.jobs.auto_update_sql_activity.fail_or_cancel_completed.count,Number of auto_update_sql_activity jobs which successfully completed their failure or cancelation process
jobs_auto_update_sql_activity_fail_or_cancel_failed,cockroachdb.jobs.auto_update_sql_activity.fail_or_cancel_failed.count,Number of auto_update_sql_activity jobs which failed with a non-retriable error on their failure or cancelation process
jobs_auto_update_sql_activity_fail_or_cancel_retry_error,cockroachdb.jobs.auto_update_sql_activity.fail_or_cancel_retry_error.count,Number of auto_update_sql_activity jobs which failed with a retriable error on their failure or cancelation process
jobs_auto_update_sql_activity_protected_age_sec,cockroachdb.jobs.auto_update_sql_activity.protected_age_sec,The age of the oldest PTS record protected by auto_update_sql_activity jobs
jobs_auto_update_sql_activity_protected_record_count,cockroachdb.jobs.auto_update_sql_activity.protected_record_count,Number of protected timestamp records held by auto_update_sql_activity jobs
jobs_auto_update_sql_activity_resume_completed,cockroachdb.jobs.auto_update_sql_activity.resume_completed.count,Number of auto_update_sql_activity jobs which successfully resumed to completion
